statsec;deelgemeente;gemeente;statsec_naam;gemeente_naam;provincie;statsec_naam_lang;deelgemeente_naam
35013B39-;35013-Z;35013;Spuikom;Oostende;30000;Spuikom (35013B39-);Oostende
35013C00-;35013C;35013;Zandvoorde-Dorp;Oostende;30000;Zandvoorde-Dorp (35013C00-);Zandvoorde
35013C010;35013C;35013;Zandvoorde - Station;Oostende;30000;Zandvoorde - Station (35013C010);Zandvoorde
35013C022;35013C;35013;Keignaartwijk;Oostende;30000;Keignaartwijk (35013C022);Zandvoorde
35013C07-;35013C;35013;Plassendale - U C B;Oostende;30000;Plassendale - U C B (35013C07-);Zandvoorde
35013C08-;35013C;35013;Oude Polder;Oostende;30000;Oude Polder (35013C08-);Zandvoorde
35013C099;35013C;35013;Grintweg;Oostende;30000;Grintweg (35013C099);Zandvoorde
35013C179;35013C;35013;Koebrug;Oostende;30000;Koebrug (35013C179);Zandvoorde
35013C19-;35013C;35013;Vaartdijk-Noord;Oostende;30000;Vaartdijk-Noord (35013C19-);Zandvoorde
35013D30-;35013-Y;35013;Konterdam;Oostende;30000;Konterdam (35013D30-);Stene
35013D311;35013-Y;35013;Konterdam - Koebrug;Oostende;30000;Konterdam - Koebrug (35013D311);Stene
35013D32-;35013-Y;35013;Meiboom;Oostende;30000;Meiboom (35013D32-);Stene
35013D372;35013-Y;35013;Konterdam - Gouweloze Kreek;Oostende;30000;Konterdam - Gouweloze Kreek (35013D372);Stene
35013D511;35013-Y;35013;Oprit-Noord;Oostende;30000;Oprit-Noord (35013D511);Stene
35013D522;35013-Y;35013;Oprit-Zuid;Oostende;30000;Oprit-Zuid (35013D522);Stene
35013D533;35013-Y;35013;Mimosa;Oostende;30000;Mimosa (35013D533);Stene
35013D542;35013-Y;35013;Zilverlaan - Lotus;Oostende;30000;Zilverlaan - Lotus (35013D542);Stene
35013D552;35013-Y;35013;Cardijn;Oostende;30000;Cardijn (35013D552);Stene
35013E000;35013-Y;35013;Stene-Dorp;Oostende;30000;Stene-Dorp (35013E000);Stene
35013E010;35013-Y;35013;Vettegras;Oostende;30000;Vettegras (35013E010);Stene
35013E02-;35013-Y;35013;Oud Vliegveld;Oostende;30000;Oud Vliegveld (35013E02-);Stene
35013E099;35013-Y;35013;Stene-Verspr Bew -Oost;Oostende;30000;Stene-Verspr Bew -Oost (35013E099);Stene
35013E400;35013-Y;35013;Sint-Jan;Oostende;30000;Sint-Jan (35013E400);Stene
35013E411;35013-Y;35013;Stuiverstraat;Oostende;30000;Stuiverstraat (35013E411);Stene
35013E42-;35013-Y;35013;Hoge Barriere;Oostende;30000;Hoge Barriere (35013E42-);Stene
35013F200;35013-Z;35013;Nieuwe Koerswijk;Oostende;30000;Nieuwe Koerswijk (35013F200);Oostende
35013F280;35013-Z;35013;Kruishof;Oostende;30000;Kruishof (35013F280);Oostende
35013F299;35013-Z;35013;Stene-Verspr Bew -West;Oostende;30000;Stene-Verspr Bew -West (35013F299);Oostende
35013F600;35013-Z;35013;Klooster;Oostende;30000;Klooster (35013F600);Oostende
35013F700;35013-Z;35013;Mariakerke - Derbylaan;Oostende;30000;Mariakerke - Derbylaan (35013F700);Oostende
35013F71-;35013-Z;35013;Mariakerke - Distelbaan;Oostende;30000;Mariakerke - Distelbaan (35013F71-);Oostende
35013F721;35013-Z;35013;Mariakerke - Strandplein;Oostende;30000;Mariakerke - Strandplein (35013F721);Oostende
35013F733;35013-Z;35013;Mariakerkelaan - Vredestraat;Oostende;30000;Mariakerkelaan - Vredestraat (35013F733);Oostende
35013F749;35013-Z;35013;Raversijdestraat;Oostende;30000;Raversijdestraat (35013F749);Oostende
35013F780;35013-Z;35013;Mariakerke - Duin;Oostende;30000;Mariakerke - Duin (35013F780);Oostende
35013F900;35013-Z;35013;Raversijde-Oost;Oostende;30000;Raversijde-Oost (35013F900);Oostende
35013F92-;35013-Z;35013;Raversijde-West;Oostende;30000;Raversijde-West (35013F92-);Oostende
35013F9MJ;35013-Z;35013;Raversijde - Vliegveld;Oostende;30000;Raversijde - Vliegveld (35013F9MJ);Oostende
35013ZZZZ;35013ONBE;35013;Oostende - niet te lokaliseren;Oostende;30000;Oostende - niet te lokaliseren (35013ZZZZ);Oostende - niet te lokaliseren
35014A00-;35014A;35014;Oudenburg-Centrum;Oudenburg;30000;Oudenburg-Centrum (35014A00-);Oudenburg
35014A010;35014A;35014;Ettelgemstraat;Oudenburg;30000;Ettelgemstraat (35014A010);Oudenburg
35014A02-;35014A;35014;Zandvoordebrug;Oudenburg;30000;Zandvoordebrug (35014A02-);Oudenburg
35014A03-;35014A;35014;Stationsstraat;Oudenburg;30000;Stationsstraat (35014A03-);Oudenburg
35014A04-;35014A;35014;Zandvoordestraat;Oudenburg;30000;Zandvoordestraat (35014A04-);Oudenburg
35014A052;35014A;35014;Zwaanhoek-Zuid;Oudenburg;30000;Zwaanhoek-Zuid (35014A052);Oudenburg
35014A081;35014A;35014;Zwaanhoek;Oudenburg;30000;Zwaanhoek (35014A081);Oudenburg
35014A090;35014A;35014;Oudenburg-Verspreide Bewoning;Oudenburg;30000;Oudenburg-Verspreide Bewoning (35014A090);Oudenburg
35014A19-;35014A;35014;Noordhoek - Pompje;Oudenburg;30000;Noordhoek - Pompje (35014A19-);Oudenburg
35014A29-;35014A;35014;Polder - Hagebrug;Oudenburg;30000;Polder - Hagebrug (35014A29-);Oudenburg
35014B00-;35014B;35014;Ettelgem-Centrum - Hoge Dijken;Oudenburg;30000;Ettelgem-Centrum - Hoge Dijken (35014B00-);Ettelgem
35014B08-;35014B;35014;Noordhoek;Oudenburg;30000;Noordhoek (35014B08-);Ettelgem
35014B09-;35014B;35014;Ettelgem-Noord-Verspr Bewoning;Oudenburg;30000;Ettelgem-Noord-Verspr Bewoning (35014B09-);Ettelgem
35014C00-;35014C;35014;Roksem-Kern;Oudenburg;30000;Roksem-Kern (35014C00-);Roksem
35014C013;35014C;35014;Roksem-Kern-West;Oudenburg;30000;Roksem-Kern-West (35014C013);Roksem
35014C082;35014C;35014;Noordhoek;Oudenburg;30000;Noordhoek (35014C082);Roksem
35014C091;35014C;35014;Zuideinde;Oudenburg;30000;Zuideinde (35014C091);Roksem
35014C11-;35014C;35014;Nieuwe Wijk;Oudenburg;30000;Nieuwe Wijk (35014C11-);Roksem
35014C21-;35014C;35014;Hoge Dijken;Oudenburg;30000;Hoge Dijken (35014C21-);Roksem
35014D00-;35014D;35014;Westkerke-Centrum;Oudenburg;30000;Westkerke-Centrum (35014D00-);Westkerke
35014D011;35014D;35014;Gistelsteenweg;Oudenburg;30000;Gistelsteenweg (35014D011);Westkerke
35014D022;35014D;35014;Pardoen;Oudenburg;30000;Pardoen (35014D022);Westkerke
35014D081;35014D;35014;Zuideinde;Oudenburg;30000;Zuideinde (35014D081);Westkerke
35014D091;35014D;35014;Noordeinde;Oudenburg;30000;Noordeinde (35014D091);Westkerke
35014D112;35014D;35014;Nieuwe Wijk;Oudenburg;30000;Nieuwe Wijk (35014D112);Westkerke
35014ZZZZ;35014ONBE;35014;Oudenburg - niet te lokaliseren;Oudenburg;30000;Oudenburg - niet te lokaliseren (35014ZZZZ);Oudenburg - niet te lokaliseren
35029A00-;35029A;35029;Klemskerke-Centrum;De Haan;30000;Klemskerke-Centrum (35029A00-);Klemskerke
35029A0JA;35029A;35029;Bredeweg - Polderrecreatie Gebied;De Haan;30000;Bredeweg - Polderrecreatie Gebied (35029A0JA);Klemskerke
35029A0PA;35029A;35029;Klemskerke - Agrarisch Gebied;De Haan;30000;Klemskerke - Agrarisch Gebied (35029A0PA);Klemskerke
35029A10-;35029A;35029;De Haan-Kern;De Haan;30000;De Haan-Kern (35029A10-);Klemskerke
35029A11-;35029A;35029;De Haan - Noordhoek;De Haan;30000;De Haan - Noordhoek (35029A11-);Klemskerke
35029A12-;35029A;35029;De Haan - Concessie Klemskerke;De Haan;30000;De Haan - Concessie Klemskerke (35029A12-);Klemskerke
35029A132;35029A;35029;Lindenhof - Sportcentrum;De Haan;30000;Lindenhof - Sportcentrum (35029A132);Klemskerke
35029A18-;35029A;35029;De Haan - Duinen - Golf;De Haan;30000;De Haan - Duinen - Golf (35029A18-);Klemskerke
35029A20-;35029A;35029;Torenhof - Heide - Vosseslag;De Haan;30000;Torenhof - Heide - Vosseslag (35029A20-);Klemskerke
35029B000;35029B;35029;Vlissegem-Centrum;De Haan;30000;Vlissegem-Centrum (35029B000);Vlissegem
35029B090;35029B;35029;Vlissegem-Verspreide Bewoning;De Haan;30000;Vlissegem-Verspreide Bewoning (35029B090);Vlissegem
35029B10-;35029B;35029;Vlissegem-De Haan-Centrum-Oost;De Haan;30000;Vlissegem-De Haan-Centrum-Oost (35029B10-);Vlissegem
35029B11-;35029B;35029;De Haan - Concessie Vlissegem;De Haan;30000;De Haan - Concessie Vlissegem (35029B11-);Vlissegem
35029B183;35029B;35029;De Haan - Nieuwmunster;De Haan;30000;De Haan - Nieuwmunster (35029B183);Vlissegem
35029B19-;35029B;35029;De Haan Duinen-Zwarte Kiezel;De Haan;30000;De Haan Duinen-Zwarte Kiezel (35029B19-);Vlissegem
35029C00-;35029C;35029;Wenduine-Centrum;De Haan;30000;Wenduine-Centrum (35029C00-);Wenduine
35029C01-;35029C;35029;Ringlaan - Drift;De Haan;30000;Ringlaan - Drift (35029C01-);Wenduine
35029C02-;35029C;35029;Zeedijk;De Haan;30000;Zeedijk (35029C02-);Wenduine
35029C08-;35029C;35029;Wenduine Duinen-West;De Haan;30000;Wenduine Duinen-West (35029C08-);Wenduine
35029C091;35029C;35029;Wenduine - Polders;De Haan;30000;Wenduine - Polders (35029C091);Wenduine
35029C112;35029C;35029;Harendijke;De Haan;30000;Harendijke (35029C112);Wenduine
35029ZZZZ;35029ONBE;35029;De Haan - niet te lokaliseren;De Haan;30000;De Haan - niet te lokaliseren (35029ZZZZ);De Haan - niet te lokaliseren
36006A001;36006A;36006;Hooglede-Centrum;Hooglede;30000;Hooglede-Centrum (36006A001);Hooglede
36006A012;36006A;36006;Koningshoek;Hooglede;30000;Koningshoek (36006A012);Hooglede
36006A023;36006A;36006;Hooglede-Centrum-West;Hooglede;30000;Hooglede-Centrum-West (36006A023);Hooglede
36006A032;36006A;36006;Rodenbachkwartier;Hooglede;30000;Rodenbachkwartier (36006A032);Hooglede
36006A091;36006A;36006;Hooglede-Verspreide Bewoning;Hooglede;30000;Hooglede-Verspreide Bewoning (36006A091);Hooglede
36006A10-;36006A;36006;Sleihage;Hooglede;30000;Sleihage (36006A10-);Hooglede
36006A200;36006A;36006;Sint-Jozef - Geite;Hooglede;30000;Sint-Jozef - Geite (36006A200);Hooglede
36006A210;36006A;36006;Lokkedijze;Hooglede;30000;Lokkedijze (36006A210);Hooglede
36006A290;36006A;36006;Hazewind - Volmerbeke;Hooglede;30000;Hazewind - Volmerbeke (36006A290);Hooglede
36006B000;36006B;36006;Gits-Kern;Hooglede;30000;Gits-Kern (36006B000);Gits
36006B011;36006B;36006;Bruggesteenweg-Noord;Hooglede;30000;Bruggesteenweg-Noord (36006B011);Gits
36006B022;36006B;36006;Bruggesteenweg-Zuid;Hooglede;30000;Bruggesteenweg-Zuid (36006B022);Gits
36006B032;36006B;36006;Pislap;Hooglede;30000;Pislap (36006B032);Gits
36006B081;36006B;36006;Schaak;Hooglede;30000;Schaak (36006B081);Gits
36006B091;36006B;36006;Gits-Verspr Bewoning-Noord;Hooglede;30000;Gits-Verspr Bewoning-Noord (36006B091);Gits
36006B182;36006B;36006;Onledenmolen;Hooglede;30000;Onledenmolen (36006B182);Gits
36006B193;36006B;36006;Gitsberg;Hooglede;30000;Gitsberg (36006B193);Gits
36006ZZZZ;36006ONBE;36006;Hooglede - niet te lokaliseren;Hooglede;30000;Hooglede - niet te lokaliseren (36006ZZZZ);Hooglede - niet te lokaliseren
36007A001;36007A;36007;Ingelmunster;Ingelmunster;30000;Ingelmunster (36007A001);Ingelmunster
36007A01-;36007A;36007;Beelshoek;Ingelmunster;30000;Beelshoek (36007A01-);Ingelmunster
36007A02-;36007A;36007;Hoogte;Ingelmunster;30000;Hoogte (36007A02-);Ingelmunster
36007A03-;36007A;36007;Ezelshoek;Ingelmunster;30000;Ezelshoek (36007A03-);Ingelmunster
36007A042;36007A;36007;Rodenbachwijk;Ingelmunster;30000;Rodenbachwijk (36007A042);Ingelmunster
36007A053;36007A;36007;Bloemenwijk - Westwijk;Ingelmunster;30000;Bloemenwijk - Westwijk (36007A053);Ingelmunster
36007A080;36007A;36007;Ingelmunster-Verspr Bew -West;Ingelmunster;30000;Ingelmunster-Verspr Bew -West (36007A080);Ingelmunster
36007A0MA;36007A;36007;Industrieterrein I;Ingelmunster;30000;Industrieterrein I (36007A0MA);Ingelmunster
36007A0PA;36007A;36007;Noord-Oost;Ingelmunster;30000;Noord-Oost (36007A0PA);Ingelmunster
36007A10-;36007A;36007;Station;Ingelmunster;30000;Station (36007A10-);Ingelmunster
36007A111;36007A;36007;De Wante - De Zandvlugge;Ingelmunster;30000;De Wante - De Zandvlugge (36007A111);Ingelmunster
36007A120;36007A;36007;Hoge Doorn - Staatsbaan Op Kortrijk;Ingelmunster;30000;Hoge Doorn - Staatsbaan Op Kortrijk (36007A120);Ingelmunster
36007A13-;36007A;36007;Baan Naar Izegem;Ingelmunster;30000;Baan Naar Izegem (36007A13-);Ingelmunster
36007A143;36007A;36007;Hoevewijk;Ingelmunster;30000;Hoevewijk (36007A143);Ingelmunster
36007A152;36007A;36007;Bronbeek;Ingelmunster;30000;Bronbeek (36007A152);Ingelmunster
36007A191;36007A;36007;Ingelmunster-Versp Bew -Zuido;Ingelmunster;30000;Ingelmunster-Versp Bew -Zuido (36007A191);Ingelmunster
36007A1AB;36007A;36007;Vierbunder;Ingelmunster;30000;Vierbunder (36007A1AB);Ingelmunster
36007A1BB;36007A;36007;St Hubert;Ingelmunster;30000;St Hubert (36007A1BB);Ingelmunster
36007A1PB;36007A;36007;Zuid-West;Ingelmunster;30000;Zuid-West (36007A1PB);Ingelmunster
36007A294;36007A;36007;Mandelvallei;Ingelmunster;30000;Mandelvallei (36007A294);Ingelmunster
36007ZZZZ;36007ONBE;36007;Ingelmunster - niet te lokaliseren;Ingelmunster;30000;Ingelmunster - niet te lokaliseren (36007ZZZZ);Ingelmunster - niet te lokaliseren
3600810PQ;36008A-I;36008;Ongeving Brielstraat;Izegem;30000;Ongeving Brielstraat (3600810PQ);Izegem
3600812PQ;36008A-I;36008;Potaarde;Izegem;30000;Potaarde (3600812PQ);Izegem
3600812QQ;36008A-I;36008;Stroomken;Izegem;30000;Stroomken (3600812QQ);Izegem
36008A001;36008A-I;36008;Izegem-Centrum-Oost;Izegem;30000;Izegem-Centrum-Oost (36008A001);Izegem
36008A01-;36008A-I;36008;'t Steenputje;Izegem;30000;'t Steenputje (36008A01-);Izegem
36008A021;36008A-I;36008;Nieuwe Wereld;Izegem;30000;Nieuwe Wereld (36008A021);Izegem
36008A03-;36008A-I;36008;Heie;Izegem;30000;Heie (36008A03-);Izegem
36008A052;36008A-I;36008;Izegem-Centrum-West;Izegem;30000;Izegem-Centrum-West (36008A052);Izegem
36008A07-;36008A-I;36008;Kanaal;Izegem;30000;Kanaal (36008A07-);Izegem
36008A091;36008A-I;36008;Izegem - Verspreide Bewoning - Winkelhoek - Schaapdam;Izegem;30000;Izegem - Verspreide Bewoning - Winkelhoek - Schaapdam (36008A091);Izegem
36008A101;36008A-I;36008;Kasteelwijk - Zevekote;Izegem;30000;Kasteelwijk - Zevekote (36008A101);Izegem
36008A112;36008A-I;36008;Kasteel Ter Wallen;Izegem;30000;Kasteel Ter Wallen (36008A112);Izegem
36008A122;36008A-I;36008;Hondekensmolen;Izegem;30000;Hondekensmolen (36008A122);Izegem
36008A200;36008A-I;36008;Paterswijk;Izegem;30000;Paterswijk (36008A200);Izegem
36008A211;36008A-I;36008;Bellevue;Izegem;30000;Bellevue (36008A211);Izegem
36008A221;36008A-I;36008;Linde;Izegem;30000;Linde (36008A221);Izegem
36008A232;36008A-I;36008;Becelaerens Hof;Izegem;30000;Becelaerens Hof (36008A232);Izegem
36008A242;36008A-I;36008;Abele;Izegem;30000;Abele (36008A242);Izegem
36008A301;36008A-I;36008;Negenhoek;Izegem;30000;Negenhoek (36008A301);Izegem
36008A31-;36008A-I;36008;Bosmolens;Izegem;30000;Bosmolens (36008A31-);Izegem
36008A32-;36008A-I;36008;Leenstraat;Izegem;30000;Leenstraat (36008A32-);Izegem
36008A332;36008A-I;36008;Maneghemstraat;Izegem;30000;Maneghemstraat (36008A332);Izegem
36008A333;36008A-I;36008;Klein-Harelbeke;Izegem;30000;Klein-Harelbeke (36008A333);Izegem
36008A382;36008A-I;36008;Klare Gracht;Izegem;30000;Klare Gracht (36008A382);Izegem
36008A391;36008A-I;36008;Izegem - Verspreide Bewoning - Slore - Trienhoek - De Ge;Izegem;30000;Izegem - Verspreide Bewoning - Slore - Trienhoek - De Ge (36008A391);Izegem
36008A41-;36008A-I;36008;De Mol;Izegem;30000;De Mol (36008A41-);Izegem
36008A50-;36008A-II;36008;Emelgem-Kern;Izegem;30000;Emelgem-Kern (36008A50-);Emelgem
36008A51-;36008A-II;36008;Emelgem - Vijfwegen;Izegem;30000;Emelgem - Vijfwegen (36008A51-);Emelgem
36008A59-;36008A-II;36008;Emelgem-Verspreide Bewoning;Izegem;30000;Emelgem-Verspreide Bewoning (36008A59-);Emelgem
36008A612;36008A-I;36008;'t Blauwkapelletje;Izegem;30000;'t Blauwkapelletje (36008A612);Izegem
36008A613;36008A-I;36008;Kortrijkstraat;Izegem;30000;Kortrijkstraat (36008A613);Izegem
36008B000;36008B;36008;Kachtem-Kern;Izegem;30000;Kachtem-Kern (36008B000);Kachtem
36008B01-;36008B;36008;'t Hoge - De Maan;Izegem;30000;'t Hoge - De Maan (36008B01-);Kachtem
36008B0PN;36008B;36008;Kachtem - Verspreide Bewoning;Izegem;30000;Kachtem - Verspreide Bewoning (36008B0PN);Kachtem
36008ZZZZ;36008ONBE;36008;Izegem - niet te lokaliseren;Izegem;30000;Izegem - niet te lokaliseren (36008ZZZZ);Izegem - niet te lokaliseren
36010A000;36010A;36010;Ledegem-Centrum;Ledegem;30000;Ledegem-Centrum (36010A000);Ledegem
36010A01-;36010A;36010;Sint-Eloois - Ter Hulst;Ledegem;30000;Sint-Eloois - Ter Hulst (36010A01-);Ledegem
36010A02-;36010A;36010;Boonhoek;Ledegem;30000;Boonhoek (36010A02-);Ledegem
36010A03-;36010A;36010;Provinciebaan;Ledegem;30000;Provinciebaan (36010A03-);Ledegem
36010A080;36010A;36010;Hemelhoek;Ledegem;30000;Hemelhoek (36010A080);Ledegem
36010A09-;36010A;36010;Slijpshoek - Noorden;Ledegem;30000;Slijpshoek - Noorden (36010A09-);Ledegem
36010B00-;36010B;36010;Rollegem-Kapelle-Dorp;Ledegem;30000;Rollegem-Kapelle-Dorp (36010B00-);Rollegem-Kapelle
36010B09-;36010B;36010;Rollegem-Kapelle-Verspr Bew;Ledegem;30000;Rollegem-Kapelle-Verspr Bew (36010B09-);Rollegem-Kapelle
36010C001;36010C;36010;Sint-Eloois-Winkel-Kern;Ledegem;30000;Sint-Eloois-Winkel-Kern (36010C001);Sint-Eloois-Winkel
36010C01-;36010C;36010;Stenen Stampkot;Ledegem;30000;Stenen Stampkot (36010C01-);Sint-Eloois-Winkel
36010C02-;36010C;36010;Weg Naar Izegem;Ledegem;30000;Weg Naar Izegem (36010C02-);Sint-Eloois-Winkel
36010C032;36010C;36010;Ter Schueren;Ledegem;30000;Ter Schueren (36010C032);Sint-Eloois-Winkel
36010C043;36010C;36010;Lindeke;Ledegem;30000;Lindeke (36010C043);Sint-Eloois-Winkel
36010C082;36010C;36010;St -Eloois-Wink -Versp Bew -W;Ledegem;30000;St -Eloois-Wink -Versp Bew -W (36010C082);Sint-Eloois-Winkel
36010C091;36010C;36010;St -Eloois-Wink -Versp Bew -O;Ledegem;30000;St -Eloois-Wink -Versp Bew -O (36010C091);Sint-Eloois-Winkel
36010ZZZZ;36010ONBE;36010;Ledegem - niet te lokaliseren;Ledegem;30000;Ledegem - niet te lokaliseren (36010ZZZZ);Ledegem - niet te lokaliseren
36011A001;36011A;36011;Lichtervelde-Kern;Lichtervelde;30000;Lichtervelde-Kern (36011A001);Lichtervelde
36011A012;36011A;36011;Lichtervelde-Centrum - Rosalia;Lichtervelde;30000;Lichtervelde-Centrum - Rosalia (36011A012);Lichtervelde
36011A021;36011A;36011;Drieweg;Lichtervelde;30000;Drieweg (36011A021);Lichtervelde
36011A033;36011A;36011;Lichtervelde-Centrum - Station;Lichtervelde;30000;Lichtervelde-Centrum - Station (36011A033);Lichtervelde
36011A04-;36011A;36011;Vijfwege;Lichtervelde;30000;Vijfwege (36011A04-);Lichtervelde
36011A050;36011A;36011;Lichtervelde-Centr - Veldstr;Lichtervelde;30000;Lichtervelde-Centr - Veldstr (36011A050);Lichtervelde
36011A08-;36011A;36011;Turfhouwe - Veld;Lichtervelde;30000;Turfhouwe - Veld (36011A08-);Lichtervelde
36011A090;36011A;36011;Groenendale-Heihoek-Duifhoek;Lichtervelde;30000;Groenendale-Heihoek-Duifhoek (36011A090);Lichtervelde
36011A180;36011A;36011;Bredensteger - 't Hoge;Lichtervelde;30000;Bredensteger - 't Hoge (36011A180);Lichtervelde
36011A19-;36011A;36011;Vrijgeweed;Lichtervelde;30000;Vrijgeweed (36011A19-);Lichtervelde
36011A28-;36011A;36011;Rijkenhoek;Lichtervelde;30000;Rijkenhoek (36011A28-);Lichtervelde
36011A292;36011A;36011;Koornbloem;Lichtervelde;30000;Koornbloem (36011A292);Lichtervelde
36011A311;36011A;36011;'t Haantje;Lichtervelde;30000;'t Haantje (36011A311);Lichtervelde
36011A372;36011A;36011;Kwakkelhoek;Lichtervelde;30000;Kwakkelhoek (36011A372);Lichtervelde
36011A39-;36011A;36011;Kruiskalsijde;Lichtervelde;30000;Kruiskalsijde (36011A39-);Lichtervelde
36011ZZZZ;36011ONBE;36011;Lichtervelde - niet te lokaliseren;Lichtervelde;30000;Lichtervelde - niet te lokaliseren (36011ZZZZ);Lichtervelde - niet te lokaliseren
36012A001;36012A;36012;Moorslede-Centrum;Moorslede;30000;Moorslede-Centrum (36012A001);Moorslede
36012A01-;36012A;36012;Sint-Acariushoek;Moorslede;30000;Sint-Acariushoek (36012A01-);Moorslede
36012A022;36012A;36012;Iepersestraat;Moorslede;30000;Iepersestraat (36012A022);Moorslede
36012A033;36012A;36012;Passendaalsestraat;Moorslede;30000;Passendaalsestraat (36012A033);Moorslede
36012A082;36012A;36012;Bloemhoek - Drogenbroodhoek;Moorslede;30000;Bloemhoek - Drogenbroodhoek (36012A082);Moorslede
36012A091;36012A;36012;Vagevuur - Kruiske;Moorslede;30000;Vagevuur - Kruiske (36012A091);Moorslede
36012A10-;36012A;36012;Slijps - Dorp;Moorslede;30000;Slijps - Dorp (36012A10-);Moorslede
36012A19-;36012A;36012;Strobome -Slijps -Verspr Bew;Moorslede;30000;Strobome -Slijps -Verspr Bew (36012A19-);Moorslede
36012A212;36012A;36012;Beitem;Moorslede;30000;Beitem (36012A212);Moorslede
36012A291;36012A;36012;Koekuit - Tuimelaar;Moorslede;30000;Koekuit - Tuimelaar (36012A291);Moorslede
36012B001;36012B;36012;Dadizele-Kern;Moorslede;30000;Dadizele-Kern (36012B001);Dadizele
36012B010;36012B;36012;Klephoek;Moorslede;30000;Klephoek (36012B010);Dadizele
36012B021;36012B;36012;Bakkershoek;Moorslede;30000;Bakkershoek (36012B021);Dadizele
36012B08-;36012B;36012;Dadizelehoek;Moorslede;30000;Dadizelehoek (36012B08-);Dadizele
36012B090;36012B;36012;Oliekotstraat;Moorslede;30000;Oliekotstraat (36012B090);Dadizele
36012ZZZZ;36012ONBE;36012;Moorslede - niet te lokaliseren;Moorslede;30000;Moorslede - niet te lokaliseren (36012ZZZZ);Moorslede - niet te lokaliseren
3601511PQ;36015A-I;36015;Izegem;Roeselare;30000;Izegem (3601511PQ);Roeselare
36015A001;36015A-I;36015;Roeselare-Centrum;Roeselare;30000;Roeselare-Centrum (36015A001);Roeselare
36015A01-;36015A-I;36015;Heilig Hart;Roeselare;30000;Heilig Hart (36015A01-);Roeselare
36015A02-;36015A-I;36015;Ieperstraat - Centrum;Roeselare;30000;Ieperstraat - Centrum (36015A02-);Roeselare
36015A03-;36015A-I;36015;Sint-Amand;Roeselare;30000;Sint-Amand (36015A03-);Roeselare
36015A042;36015A-I;36015;Scholencentrum;Roeselare;30000;Scholencentrum (36015A042);Roeselare
36015A072;36015A-I;36015;Kanaal Van Roeselare;Roeselare;30000;Kanaal Van Roeselare (36015A072);Roeselare
36015A101;36015A-I;36015;Beverensteenweg;Roeselare;30000;Beverensteenweg (36015A101);Roeselare
36015A111;36015A-I;36015;Batavia;Roeselare;30000;Batavia (36015A111);Roeselare
